timestamp,open,high,low,close,volume
2020-01-08,122.1900,123.4299,122.0003,122.5100,5385050
2020-01-07,122.8800,123.2059,121.8700,121.9900,7583952
2020-01-06,122.5700,123.1900,122.3787,122.7500,6668540
2020-01-03,122.1600,123.5300,121.8600,122.5800,7970514
2020-01-02,124.5000,124.7300,122.9400,123.4100,8130493
2019-12-31,124.4300,124.9900,123.9500,124.9000,4798910
2019-12-30,125.7600,125.9800,124.1400,124.4700,3884343
2019-12-27,125.5600,126.2950,125.3900,126.0900,5192014
2019-12-26,125.1000,125.7450,124.8700,125.2200,4760426
2019-12-24,124.7900,125.3099,124.5800,125.2200,2022053
2019-12-23,125.5200,125.8200,124.6850,124.9000,6619530
2019-12-20,126.1500,126.6000,125.0300,125.3600,16250519
2019-12-19,124.1600,125.2000,123.9000,124.9200,6629092
2019-12-18,125.3100,125.8700,123.6900,124.0100,8607594
2019-12-17,125.5900,125.9800,124.3100,125.3100,8832191
2019-12-16,125.4700,126.3500,125.3500,125.5600,8281916
2019-12-13,124.2100,125.7400,123.7900,125.4700,5471590
2019-12-12,124.7800,125.7600,123.8800,124.5700,5897381
2019-12-11,124.2700,125.2700,124.0700,124.6600,4717202
2019-12-10,124.7800,124.8700,124.1232,124.2700,4740134
2019-12-09,124.3100,125.1400,124.1800,124.8700,7452765
2019-12-06,124.7300,125.4500,123.8900,124.1900,7150870
2019-12-05,124.2700,124.6300,123.6600,124.6200,7029171
2019-12-04,122.7500,124.5800,122.6900,124.5300,6857345
2019-12-03,122.3100,122.9600,121.7950,122.9500,6492697
2019-12-02,121.9400,122.7800,120.9602,122.7200,6146195
2019-11-29,121.9900,122.6300,121.7100,122.0600,2927290
2019-11-27,122.4200,122.4400,120.9600,121.7600,3751060
