timestamp,open,high,low,close,volume
2020-01-14,3.5000,3.6000,3.5000,3.5000,23817
2020-01-13,3.5100,3.5500,3.4700,3.5000,11608
2020-01-10,3.4991,3.5500,3.4800,3.5100,6055
2020-01-09,3.5000,3.5300,3.5000,3.5000,4691
2020-01-08,3.5100,3.5700,3.4000,3.5000,18473
2020-01-07,3.5400,3.5900,3.5000,3.5100,31240
2020-01-06,3.4900,3.5700,3.4800,3.5070,15612
2020-01-03,3.4600,3.5500,3.4300,3.4800,31406
2020-01-02,3.5000,3.5800,3.4600,3.4600,14532
2019-12-31,3.4800,3.5500,3.4300,3.4300,13036
2019-12-30,3.5400,3.5400,3.4300,3.5187,11625
2019-12-27,3.4800,3.5174,3.4000,3.5100,7911
2019-12-26,3.4800,3.5000,3.3600,3.5000,16355
2019-12-24,3.5450,3.5450,3.4100,3.4500,14284
2019-12-23,3.4200,3.4600,3.4000,3.4000,25480
2019-12-20,3.3948,3.4400,3.3600,3.4400,10427
2019-12-19,3.3800,3.4400,3.3800,3.4200,8754
2019-12-18,3.3900,3.4068,3.3900,3.4000,6980
2019-12-17,3.3500,3.4091,3.3500,3.3800,6431
2019-12-16,3.4200,3.4200,3.3600,3.3771,9724
2019-12-13,3.3406,3.4200,3.3406,3.4200,11150
2019-12-12,3.3200,3.3700,3.3200,3.3700,3016
2019-12-11,3.3800,3.3800,3.2800,3.3500,6323
2019-12-10,3.4100,3.4100,3.3500,3.3532,8202
2019-12-09,3.3000,3.3800,3.3000,3.3700,3357
2019-12-06,3.3400,3.3600,3.2682,3.2700,8552
2019-12-05,3.3800,3.3800,3.2573,3.3000,9985
2019-12-04,3.3000,3.3000,3.2000,3.2000,58739
2019-12-03,3.3000,3.3190,3.2800,3.2950,22031
2019-12-02,3.4100,3.4100,3.3091,3.3091,12540
2019-11-29,3.3600,3.3900,3.3600,3.3700,2792
2019-11-27,3.3700,3.3700,3.3100,3.3550,7952
